"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.9492152148327","61.5775416867103","61.6628262342162","61.8313052121497","61.8510078271238","61.5396463052479","61.6472155137856","61.70267283478","61.7259802720968","61.8192326223424","61.89130134004","62.1652074496362","62.2759830178291","62.0669748514691","61.9324872920245","61.6014318694088","61.2562527802847","61.0127465108206","60.8936759991439","60.3000914420919","59.9665142737615","59.4760402985511","59.6686038488356","59.177056442855","58.5859877415178","58.1216366931965","57.5735372731435","56.6957898855092","55.8302172983627","57.6371991515178","58.0981989036221","57.1233618682785","57.2178939530356","56.3699403160206",
"Afghanistan","AFG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3339443028358","65.2672291793183","65.3170364071118","65.506396762207","64.8310363137852","64.4595250679089","64.0907887150485","63.8740277407386","63.6659156329744","63.4507735991192","64.5231688846425","62.5857963668961","62.0428297332425","61.9816924719096","60.792008343779","60.3506274606547","58.7419077856844","58.0652913892583","54.884261967606","51.8564248031154","51.3174929157298","48.7641675804324","46.577795862337","43.9051695778457","43.6487408597973","43.4117237317358","43.0029679081655","43.6069134634231","43.8771686940085","45.9834093852142","50.2317691205323","51.5362775484024","51.2913264558988","51.4544118826346",
"Africa Western and Central","AFW","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2608459126602","59.0857924906595","59.1239790844472","59.0474778730695","58.9250605767505","58.6010135122013","58.2005651049151","57.7863472654863","57.4493569714632","57.0174472758598","56.6842340779564","56.3356750052423","55.8328151658339","55.1077929571799","54.5342828229595","53.9239780990101","53.2458370257754","52.4482799868384","51.5491957507555","50.353768194662","49.4397076601205","48.3650111291551","47.2266596710299","46.5331717978832","46.0531482877391","46.0571787148709","45.3356242260002","44.6135088887324","43.6674934608636","44.6632674507656","43.8900475747566","42.6838298378085","42.1408566411388","41.5898323967083",
"Angola","AGO","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1149535475472","29.6941526593325","30.290948416266","30.8580867076576","30.6251093571082","30.5137223176577","30.3249703412161","30.1953449318878","30.8091290083483","30.909448197062","30.7240619963713","30.5546167213027","30.6720416232394","30.8885175098535","33.0981090429296","35.2128588308968","37.2866199507599","39.4234292051575","41.5791616457492","44.1037796279766","46.5113553051847","48.5836106519644","50.6246014110795","52.762891051375","52.7002102229648","52.9213208559868","53.0089425135627","53.3091413100302","53.423323354571","55.5597336500376","56.7075087680521","52.4847584954688","52.4066285799356","52.1547470916591",
"Albania","ALB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8289138474282","40.4844492296763","40.9254347081283","41.2041880818371","42.6779078789075","45.7696723338536","44.3353069264747","45.5051200481142","47.1539811412182","46.47050189454","46.370995021146","45.6532943553775","45.9551169122358","46.2291641316112","46.3417521339856","45.6935118330483","45.1312353913142","44.6261248308924","44.7207962899543","42.8546997859554","45.4400167521725","46.1306919695485","43.9616748860437","41.9048278944579","41.0919423057676","39.6775824191201","37.8115928363115","37.0599551709775","36.2351325540832","35.8619163353667","33.8047708533941","33.7542477275476","32.0385825807416","31.4258695521129",
"Andorra","AND","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8708318086575","33.4458541083403","32.3432997436737","31.7091805924788","31.5444791049874","30.8284144537877","30.0075295088342","29.2930219346372","28.9146718972275","28.7647426221426","27.8443398717484","26.9877236127262","26.9007220768647","26.9440251288044","26.0144760114056","25.2915386013707","24.7567785498945","23.578482327253","22.6440300743217","21.7044418348138","21.2818988723138","20.4297443609934","20.0845168914284","19.5198423999422","18.6097197387369","18.0347373484351","17.9287859681384","16.9458307744665","16.691290343826","16.9686726879079","16.7505811428177","16.2506545351428","13.8987808359687","13.7222882540802",
"United Arab Emirates","ARE","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.25413664913776","6.16345406983492","6.04857169878751","5.94016542352389","5.82040753975993","5.8059672786157","5.76601194476497","5.73197443040058","5.76023854164314","5.75314908481429","5.34850447842714","4.97783053003926","4.59569181269201","4.25853443689452","3.95604318772537","3.6564230745964","3.38277896896189","3.12472286582476","3.08497856437646","3.0589816799962","3.03606121316675","2.99888883492126","2.93820629568985","2.87424343466135","2.78072930992053","2.7199830802151","2.67812141806151","2.63333424128417","2.58611467473211","2.05825453136887","1.64924253622621","1.56324960341865","1.51613932797365","1.47820595409978",
"Argentina","ARG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3162465183989","13.8320886226171","13.3524493799144","12.9070258587793","12.746232878317","12.3705229477794","11.9772229771056","11.6764564167733","11.579041293433","11.447522243412","11.4069780795884","11.6131248822935","11.2514443498271","10.737349351103","10.2704748548924","9.82702638961128","9.44548870469177","9.16991179618588","9.0443412609605","8.71079172416965","8.53394251407143","8.38820617782708","8.22769610090529","8.17466957589193","7.97810861263688","7.93976871110963","7.76779997823827","7.72421488276846","7.61304714991947","7.76680961200243","7.75008753977912","7.56484102540425","7.36522999791843","7.248468913108",
